$Incentive,Total Nameplate kW DC,Expected KWh Annual Production
3402,9.72,11410
1296,4.32,5071
1043,5.04,5916
79515,530.1,622253
1281,7,8217
2508,6.27,7360
2772,7.92,9297
1584,5.28,6198
1601,6.1,7160
3828,9.57,11234
1876,5.36,6292
985,4.32,5071
1570,5.23,6142
2389,8.64,10142
1296,4.32,5071
1728,5.76,6761
3008,9.86,11574
2160,3.6,4226
1056,3.52,4132
3569,11.9,13963
2195,6.27,7360
2808,9.36,10987
0,5.89,6914
1034,5.22,6127
2882,8.24,9667
1890,5.4,6339
957,3.19,3745
1297,4.88,5722
5040,14.4,16903
862,5.04,5916
4800,6,7043
2517,8.28,9719
3381,9.66,11339
901,4.62,5423
1512,7.2,8452
2100,6,7043
1575,5.25,6163
2052,6.84,8029
3099,12.47,14638
1244,6.48,7606
1025,4.68,5494
4896,12.24,14368
2394,5.99,7025
2155,12.6,14790
1980,6.6,7747
1960,8.24,9667
0,8.88,10424
4099,14.85,17432
1170,3.9,4578
1443,4.81,5646
1512,5.04,5916
2010,13.4,15729
1172,4.65,5458
1782,5.94,6973
1611,6.67,7830
1981,9.86,11568
1441,8.28,9719
1690,4.23,4959
1584,3.96,4648
1260,3.6,4226
4774,13.64,16011
2639,7.54,8851
909,3.84,4502
1451,7.8,9156
1498,6.84,8029
1386,4.62,5423
8304,23.73,27849
1164,5.18,6075
3881,15.84,18594
3015,10.05,11797
2098278,2997.54,3518632
6930,19.8,23242
0,13.64,16011
1739,8.4,9860
2168,6.2,7272
1055,5.25,6163
1268,5.49,6444
2903,12.96,15213
1980,4.95,5811
1218,3.48,4085
0,7.59,8909
2592,8.64,10142
0,9,10565
2898,8.28,9719
5555,15.87,18629
1913,9.24,10846
1676,9.8,11504
1346,6.6,7747
1758,7.85,9212
1472,6.54,7677
0,9.57,11234
1501760,6007.04,7051304
2749,11.39,13364
3248,9.28,10893
3192,9.12,10705
1174,5.02,5887
,18.09,21235
1881,6.27,7360
1386,6.6,7747
1730,6.96,8170
2916,9.72,11410
32234,89.42,104965
1668,5.56,6525
1796,5.99,7025
861,4.35,5106
1497,7.92,9297
1394,6.2,7272
995,4.2,4930
1105,5.94,6973
1304,5.8,6802
0,12.6,14790
1166,5.4,6339
2340,7.8,9156
1663,7.2,8452
3465,9.9,11621
904,3.02,3539
1890,5.4,6339
2144,5.36,6292
2246,7.2,8452
1979,7.25,8510
1575,5.25,6163
895,5.22,6127
1149,5.04,5916
3348,11.16,13100
4851,13.86,16269
4200,12,14086
804,2.68,3146
6018,15.05,17660
1259,3.6,4222
2115,9.44,11081
3434,9.81,11515
735,4.62,5423
937,4.88,5728
1657,8.91,10459
812,2.32,2723
2052,6.84,8029
0,8.1,9508
1188,3.96,4648
1419,6.48,7606
5040,14.4,16903
1836,6.12,7184
2680,11.6,13617
1663,7.2,8452
3360,9.6,11269
1701,9,10565
3523,10.23,12008
2756,7.88,9244
2976,8.5,9980
3534,8.84,10371
699,4.16,4883
1770,5.9,6926
1813,8.28,9719
1809,6.03,7078
2475,8.25,9684
4032,11.52,13523
4830,13.8,16199
3103,10.08,11826
1519,4.34,5094
900,3,3522
1998,6.66,7818
1227,5.53,6485
1177,3.92,4606
1512,5.04,5916
20336,51.12,60007
679,2.9,3404
38520,256.8,301442
1864,8.32,9766
2640,6.6,7747
865,4.06,4766
1264,5.4,6339
1932,6.44,7560
1644,8.54,10025
870,2.9,3404
958,4.1,4807
756,2.52,2958
1446,5.51,6468
548,3.15,3698
1734,7.92,9297
1005,3.35,3932
1134,3.78,4437
1836,6.12,7184
1462,4.88,5722
944,4.25,4990
2772,9.24,10846
3629,10.37,12173
1944,6.48,7606
5040,14.4,16903
2592,4.32,5071
2016,5.76,6761
1447,6.7,7865
0,3.6,4226
3924,13.08,15354
2982,8.52,10001
2053,5.87,6885
1760,5.87,6885
961,2.75,3222
2176,9.8,11504
3325,12.03,14115
8750,25.2,29581
2079,9,10565
1560,3.9,4578
793,2.61,3064
3003,8.58,10072
1259,5.8,6808
1155,3.85,4519
2340,7.8,9156
2554,8.4,9860
2052,6.84,8029
1451,7.54,8851
13797,30.66,35990
2737,9.9,11621
0,4.32,5071
1512,5.04,5916
2106,9.36,10987
1418,6.3,7395
1980,6.6,7747
1070,7.59,8909
2496,7.13,8369
3933,13.11,15389
2268,7.56,8874
1944,6.48,7606
1820,5.2,6104
1368,3.42,4015
2747,7.85,9212
0,5.4,6339
1815,8.25,9684
3434,9.81,11515
9072,15.12,17748
6930,19.8,23242
1454,4.85,5687
4488,19.14,22467
1541,6.38,7489
5392,24.07,28254
1436,8.25,9684
2923,11.6,13617
886,3.99,4684
1429,7.56,8874
870,2.9,3404
2135,6.1,7160
3308,9.45,11093
0,8.84,10371
1958,8.7,10212
0,8.88,10418
483,2.07,2424
957,3.19,3745
1968,9.24,10846
1279,6.27,7360
1937,8.18,9596
1473,7.67,9003
5576,15.93,18699
1782,5.94,6973
932431.5,2664.09,3127215
1414,6.12,7184
2673,8.91,10459
2788,7.97,9350
1479,4.93,5787
1069,5.4,6339
2380,5.95,6984
1488,4.25,4990
864,2.88,3381
1229,4.1,4807
0,5.92,6949
2013,9.45,11093
1030,3.92,4606
990,3.3,3874
2520,7.2,8452
1910,6.37,7471
4279,16.52,19392
1470,6.18,7248
1089,3.63,4261
1452,6.6,7747
4410,12.6,14790
891,2.97,3486
1155,3.85,4519
4410,12.6,14790
2036,6.79,7965
2821,8.06,9461
773,3.48,4085
2657,13.32,15636
1149,5.04,5916
2060,5.89,6909
2700,9,10565
3626,15.3,17960
1491,4.97,5834
949,5.19,6086
1323,3.78,4437
2065,5.9,6926
1680,4.8,5634
1296,4.32,5071
3780,12.6,14790
1815,5.19,6086
1305,4.35,5106
2901,12.24,14368
3077,13.32,15636
4905,16.35,19192
1962,5.61,6579
1728,5.76,6761
2646,7.56,8874
1080,3.6,4226
2879,11.8,13851
2457,8.19,9614
1930,9.6,11269
2673,8.91,10459
2030,5.8,6808
4372,6.49,7618
1024,4.32,5071
31500,70,82169
2236,10.8,12677
2513,13.73,16122
2616,7.48,8774
885,4.68,5494
1652,4.72,5541
0,9.9,11621
2426,6.93,8135
2211,7.37,8651
2747,7.85,9212
554,2.57,3011
1106,5.76,6761
2520,8.4,9860
1218,4.06,4766
927,4.29,5036
865,4.06,4766
1468,6.2,7272
1382,7.2,8452
2223,10.08,11832
1836,6.12,7184
4347,12.42,14579
2722,10.8,12677
1740,4.35,5106
3332,9.52,11175
0,9.94,11668
3226,16.8,19721
2592,8.64,10142
1796,8.41,9872
1914,6.38,7489
4060,11.6,13617
2052,6.84,8029
2880,7.2,8452
3240,10.8,12677
675,3.63,4261
1387,6.9,8099
1728,5.76,6761
3213,15.75,18488
0,5.92,6949
1240,7.54,8851
1160,2.9,3404
1953,10.5,12325
2004,9.15,10741
3024,8.64,10142
2624,9.24,10846
868,4.32,5071
1544,7.25,8510
1910,6.37,7471
93110,206.91,242879
893,4.8,5634
1100,4.76,5587
1512,5.04,5916
1080,3.6,4226
663360,1105.6,1297798
516,1.48,1731
1328,4.43,5194
794,3.84,4502
2268,7.56,8874
1389,5.22,6127
1416,4.72,5541
2268,7.56,8874
0,5.92,6949
0,6.84,8029
2228,6.37,7471
2730,9.1,10682
1030,4.64,5447
1499,6.49,7618
2592,8.64,10142
2912,8.32,9766
1206,4.02,4719
1739,6.9,8099
1827,5.22,6127
1402,7.54,8851
3451,9.86,11574
3038,13.5,15847
8750,25.53,29968
1872,4.68,5494
1275,5.99,7025
3621,18.81,22080
1592,7.92,9297
1584,8.25,9684
1512,5.04,5916
1920,4.8,5634
1890,5.4,6339
4130,5.9,6926
990,3.3,3874
1092,3.64,4273
3570,11.9,13969
1831,6.27,7360
1028,5.04,5916
1044,3.48,4085
,3.99,4684
1683,5.61,6585
2250,7.5,8804
2700,9,10565
1963,5.61,6585
1188,5.94,6973
1024,4.55,5341
2772,9.24,10846
16481,27.47,32243
1188,3.96,4648
2052,6.84,8029
2891,8.26,9696
1430,3.58,4196
2310,6.6,7747
2633,9.9,11621
1996,10.37,12173
2160,7.2,8452
0,9.86,11574
1682,5.61,6579
1872,4.68,5494
1152,2.88,3381
864,2.88,3381
478,2.61,3064
1642,7.2,8452
1920,2.4,2817
1296,4.32,5071
1111,5.53,6485
1025,5.6,6574
1080,3.6,4226
1984,6.62,7765
2079,6.93,8135
3147,8.99,10553
0,6.62,7765
2334,6.67,7830
1190,5.22,6127
2160,7.2,8452
3234,9.24,10846
1404,4.68,5494
4163,11.9,13963
3795,14.08,16528
2070,6.9,8099
756,2.52,2958
2128,6.08,7137
2390,7.97,9350
1356,7.41,8698
2255,10.44,12255
1588,7.2,8452
2475,8.25,9684
756,2.16,2535
7439,21.26,24950
1011,4.68,5494
1815,5.19,6086
2425,10.23,12008
2165,7.83,9191
1585,6.38,7489
1440,3.6,4226
2175,7.25,8510
2916,9.72,11410
1995,6.65,7806
5082,14.52,17044
2592,6.48,7606
1621,6.84,8029
3576,14.19,16657
473040,683.28,802061
0,7.13,8369
3096,8.85,10383
1740,5.8,6808
2756,7.88,9244
1359,8.24,9667
2065,5.9,6926
1053,4.68,5494
3150,9,10565
1044,3.48,4085
1774,9.24,10846
1373,4.91,5758
0,5.61,6585
981,3.27,3838
1119,5.04,5916
1404,4.68,5494
8630,77.75,91260
745,3.36,3938
4185,16.38,19227
5800,14.5,17021
2396,12.68,14878
1620,5.4,6339
945,3.15,3698
964,5.95,6984
1827,7.25,8510
3024,8.64,10142
3150,9,10565
465,3.3,3874
2093,10.14,11899
5976,9.36,10987
1416,6.65,7806
807,4.72,5541
563,2.76,3240
2052,6.84,8029
762,2.61,3064
1218,4.29,5036
1449,4.83,5670
3840,12.8,15025
3203,9.15,10741
2331,7.77,9121
1089,5.04,5916
2208,5.52,6480
1593,5.31,6233
2520,8.4,9860
0,8.37,9825
2484,8.28,9719
1728,5.76,6761
1864,6.21,7293
1944,6.48,7606
0,8.7,10212
1633,7.56,8874
6606,11.16,13100
0,9.99,11727
1836,6.12,7184
4662,7.32,8593
1849,7.8,9156
3348,11.16,13100
1389,5.22,6127
2100,6,7043
1608,4.02,4719
990,3.3,3874
336312,747.36,877281
1734,7.92,9297
2105,7.02,8234
1795,6.6,7747
13140,21.9,25707
1668,5.56,6525
755,3.6,4222
3168,10.56,12396
1282,5.7,6691
1890,9,10565
1593,6.72,7888
0,6.48,7606
1256,5.51,6468
1318,8.45,9919
2268,6.48,7606
4420,11.05,12971
1279,6.3,7395
4599,13.14,15424
1454,4.85,5687
1134,5.4,6339
1914,6.38,7489
1624,4.06,4766
990,3.3,3874
2205,6.3,7395
1710,8.26,9696
774,3.85,4519
2242,6.41,7518
1512,5.04,5916
1519,4.34,5094
693,3,3522
2604,7.44,8733
2610,8.7,10212
2016,5.76,6761
2080,5.2,6104
1717,4.91,5758
3299,9.43,11063
6284,17.96,21076
1041,6.09,7149
1053,4.68,5494
928,2.32,2723
3630,10.37,12173
4320,5.4,6339
3752,9.38,11011
0,9.36,10987
1522,4.35,5106
1915,10.46,12283
956,5.4,6339
845,3.66,4296
1365,5.27,6186
1740,5.8,6808
2028,5.8,6802
3675,10.5,12325
5313,15.18,17819
2657,7.59,8909
3959,11.31,13276
1944,6.48,7606
1671,6.12,7184
905,3.02,3539
0,9.25,10858
1620,5.4,6339
9681,21.66,25425
0,8.4,9860
945,3.15,3698
611,4.06,4766
2592,8.64,10142
21938,146.25,171674
0,3.78,4437
1024,5.25,6163
3780,10.8,12677
3584,4.48,5259
2940,9.8,11504
1759,5.03,5899
2348,6.71,7876
0,7.44,8733
1788,8.28,9719
1276,3.19,3745
2553,8.51,9989
1404,4.68,5494
1853,7.92,9297
1421,4.06,4766
1485,4.95,5811
1502,7.7,9039
0,9.15,10735
1620,5.4,6339
1853,6.18,7248
1921,5.49,6444
1620,5.4,6339
1645,7.02,8234
2862,10.22,11997
3407,9.74,11427
842,5.1,5987
710,3.48,4085
1008,5.25,6163
12600,28,32868
1512,5.04,5916
3859,11.03,12942
3777,10.79,12667
992,4.5,5282
1188,4.35,5106
1514,8.56,10042
1591,6.12,7184
624,3.78,4437
4340,12.4,14556
37560,250.4,293930
1386,4.62,5423
3622,10.35,12149
1281,3.66,4296
1336,6.27,7360
1890,5.4,6339
3402,9.72,11410
1134,3.78,4437
2523,9.24,10846
1620,5.4,6339
2250,7.5,8804
1980,6.6,7747
820,3.96,4648
3043,12.6,14790
5175,17.25,20249
1479,4.93,5787
870,2.9,3404
1443,4.81,5646
2304,5.76,6761
2695,7.7,9039
7738,22.11,25954
1080,3.6,4226
2946,11.16,13100
1641,6.09,7149
2656,7.59,8909
1921,5.49,6444
1708,4.88,5728
1798,6.67,7830
3528,10.08,11832
33507,223.38,262212
1827,5.22,6127
2062,8.7,10212
2030,5.8,6808
503010,2012.04,2361813
781,4.13,4848
2502,7.15,8393
5504,13.76,16152
2310,6.6,7747
3867,11.05,12971
4032,11.52,13523
3434,9.81,11515
2122,8.54,10025
1260,3.6,4226
1350,4.5,5282
1298,3.25,3809
1407,6.09,7149
1171,6.62,7765
3472,9.92,11644
1094,4.93,5787
1296,4.32,5071
1026,6,7043
8694,24.84,29158
1267,6.6,7747
2697,8.99,10553
2310,6.6,7747
5733,16.38,19227
4504,16.56,19439
1310,6.93,8135
3024,8.64,10142
1447,6.7,7865
1523,4.35,5106
25328,67.76,79539
1080,3.6,4226
2268,6.48,7606
2400,13.32,15636
2436,6.96,8170
1516,6.48,7606
2119,7.97,9350
927,4.68,5494
1386,8.56,10042
1728,5.76,6761
1218,4.06,4766
2722,10.8,12677
4493,14.4,16903
719,3.24,3803
3166,9.05,10617
1799,7.04,8264
1667,7.56,8874
2067,10.44,12255
5159,14.74,17302
0,10.03,11774
891,3.96,4648
3736,10.68,12531
814,3.99,4684
1455,6.93,8135
2079,6.93,8135
1512,5.04,5916
2001,6.67,7830
1404,4.68,5494
896,2.24,2629
1446,4.13,4848
2391,9.9,11621
504,3.5,4108
744,3.96,4648
6132,17.52,20566
3105,10.35,12149
1944,6.48,7606
3150,9,10565
1058,4.64,5447
0,6.49,7618
1301,6.3,7395
2562,7.32,8593
867,4.13,4848
1496,7.67,9003
1450,6.12,7184
2772,7.92,9297
2132,12.18,14297
1820,5.2,6104
2132,6.09,7149
2965,13.92,16340
1080,3.6,4226
6017,15.04,17657
2944,8.41,9872
2242,6.41,7518
0,8.88,10424
2474,8.84,10371
2160,5.4,6339
810,4.06,4766
1796,6.84,8029
2520,7.2,8452
3118,15.75,18488
1850647.5,7402.59,8689456
1144,3.27,3838
1708,4.88,5728
1080,3.6,4226
1470,4.2,4930
1342,6.3,7395
4095,11.7,13734
2028,5.8,6802
1242,4.14,4860
1131,3.77,4425
1215,5.51,6468
1602,4.58,5374
1512,5.04,5916
1188,3.96,4648
2376,5.94,6973
1523,4.35,5106
2231,8.28,9719
7245,20.7,24298
3600,24,28172
4529,10.07,11815
914,3.48,4085
1831,5.23,6142
300,1,1174
1260,4.2,4930
1760,5.87,6885
2399,12.24,14368
3640,9.1,10682
1501,8.41,9872
2604,7.44,8733
1818,8.19,9614
1188,3.96,4648
3150,10.5,12325
2483,9.72,11410
2699,12.24,14368
3121,13.72,16105
3456,11.52,13523
665,2.88,3381
0,10.8,12677
2016,5.76,6761
3150,9,10565
1410,5.95,6984
1782,5.94,6973
2016,5.04,5916
2142,6.12,7184
0,7.1,8334
1101,5.32,6245
2730,7.8,9156
1766,8.41,9872
1365,3.9,4578
1856,4.64,5447
964,5.1,5987
3348,11.16,13100
2160,7.2,8452
1831,5.23,6142
2898,8.28,9719
2916,9.72,11410
1928,5.51,6468
4248,10.62,12466
2255,10.44,12255
1262,5.61,6585
2054,8.51,9984
874,5.2,6104
759,4.29,5036
1521,7.8,9156
1728,4.32,5071
2195,6.27,7360
3844,15.05,17660
1332,4.44,5212
1620,5.4,6339
907,6.3,7395
1814,6.3,7395
1485,4.95,5811
2277,7.59,8909
1159,5.22,6127
21384,35.64,41836
91476,203.28,238618
1320,3.3,3874
4956,14.16,16622
5160,7.2,8452
2272,8.54,10025
4101,17.49,20530
1037,5.76,6761
5400,9,10565
1260,4.2,4930
2196,7.32,8593
2135,6.1,7160
1508,3.77,4425
1607,5.36,6286
3255,9.3,10917
1271,5.89,6909
2088,6.96,8170
1176,3.36,3944
3894,23.6,27703
3283,11.4,13382
756,3.5,4108
2767,10.98,12889
1373,3.92,4606
2036,6.79,7965
1430,3.58,4196
1404,4.68,5494
2835,8.1,9508
2588,8.63,10124
1639,7.59,8909
964,3.3,3874
2002,8.56,10042
2234,11.2,13147
4284,12.24,14368
0,5.68,6667
3108,11.39,13364
1109,3.96,4648
3360,9.6,11269
3388,9.68,11363
4709,5.89,6909
5555,15.87,18629
3360,9.6,11269
1393,6.93,8135
2976,8.5,9980
1740,4.35,5106
3591,15.75,18488
2916,9.72,11410
2930,8.37,9825
1921,5.49,6444
3523,13.42,15753
1620,5.4,6339
1281,4.27,5012
2736,6.84,8029
2783,10.23,12008
2160,7.2,8452
2426,7.98,9367
3583,15.12,17748
1840,7.97,9350
783,2.61,3064
19712,49.28,57847
1751,6.67,7830
760,3.96,4648
2484,8.28,9719
,10.59,12425
1720,9.45,11093
2562,7.32,8593
972,3.24,3803
1138,3.8,4455
2871,9.57,11234
3456,5.76,6761
10368,17.28,20284
1966,8.4,9860
3730,14.4,16903
22563,37.61,44142
2471,8.24,9667
1424,6.67,7830
1296,4.32,5071
13176,21.96,25778
1653,5.51,6468
1365,4.55,5341
826,2.36,2770
2912,8.32,9766
1005,3.35,3932
3990,11.4,13382
0,19.24,22585
1769,7.56,8874
3360,9.6,11269
1701,7.56,8874
2562,9.76,11457
0,9.3,10917
1784,7.08,8311
1472,4.91,5758
2727,12.29,14421
1120,5.6,6574
728,3.15,3698
2144,5.36,6292
2175,6.21,7293
2520,7.2,8452
2292,9.92,11644
3864,11.04,12959
975,3.25,3815
0,8.28,9719
1197,5.25,6163
4620,17.6,20660
2394,6.84,8029
2078,9.36,10987
565,2.28,2670
1487,7.63,8951
4620,13.2,15495
3004,11.6,13617
0,9.36,10987
2240,5.6,6574
2016,5.04,5916
2863,10.08,11832
0,4.81,5646
2976,8.5,9980
6090,17.4,20425
938,2.35,2753
1157,5.67,6656
2736,9,10565
1580,6.84,8029
4057,11.59,13605
3780,10.8,12677
3309,9.46,11099
1944,6.48,7606
1607,5.36,6286
3654,10.44,12255
3528,10.08,11832
1764,8.28,9719
1902,7.88,9244
1549,4.43,5194
1440,4.8,5634
2160,7.2,8452
1652,4.72,5541
1512,5.04,5916
1428,4.76,5587
3924,14.75,17314
1372,5.94,6973
23040,153.6,180302
1628,4.65,5458
972,3.24,3803
4095,11.7,13734
1207,5.51,6468
883,2.94,3455
893,4.8,5634
1944,6.48,7606
1193,5.23,6142
39420,262.8,308485
2304,5.76,6761
724,2.84,3328
2010,6.7,7865
1675,7.25,8510
1523,4.35,5106
2842,8.12,9532
2268,6.48,7606
885,2.95,3463
730,3.25,3809
3042,8.69,10201
2016,5.04,5916
1035,3.45,4050
1764,5.04,5916
1728,5.76,6761
2592,8.64,10142
578,2.64,3099
2001,6.67,7830
777,2.59,3040
5208,14.88,17467
966,4.93,5787
2934,15.05,17660
643,3.15,3698
1229,4.5,5282
0,11.01,12918
2228,6.37,7471
1176,7.26,8522
306000,680,798211
1888,4.72,5541
1381,7.8,9156
1836,6.12,7184
8750,28.6,33572
454896,758.16,889959
2552,8.51,9984
839,3.54,4155
1469,7.2,8452
2503,7.15,8393
1197,5.25,6163
1281,3.66,4296
2051,9.24,10846
0,10.65,12501
1456,3.64,4273
2685,7.67,9003
3035,11.88,13945
3360,11.2,13147
3322,9.49,11140
2170,6.2,7278
549,2.8,3287
0,6.67,7830
1482,5.8,6808
45360,100.98,118534
27648,46.08,54091
0,5.92,6949
3348,11.16,13100
585,2.6,3052
2644,12.24,14368
6641,18.98,22274
1440,3.6,4226
4200,6,7043
2592,6.48,7606
4095,11.7,13734
3626,10.36,12161
2238,10.08,11832
1188,3.96,4648
2457,9,10565
0,7.46,8751
1257,6.65,7806
4928,14.08,16528
2656,7.59,8909
1080,3.6,4226
4860,16.2,19016
3456,8.64,10142
788,3.6,4226
2835,8.1,9508
1918,8.76,10283
1512,7.32,8593
2310,7.7,9039
1040,3.47,4067
0,7.8,9156
1404,4.68,5494
1502,4.29,5036
682,4.06,4766
2430,8.1,9508
2100,6,7043
2075,8.12,9532
2053,9.92,11644
2016,5.76,6761
1437,7.26,8522
2654,9.6,11269
1836,6.12,7184
0,5.4,6339
3150,9,10565
0,9.36,10987
2756,7.88,9244
2916,9.72,11410
1859,5.31,6233
3900,13,15260
8721,19.38,22749
1201,6.79,7965
1647,5.49,6444
1296,4.32,5071
1296,4.32,5071
3456,11.52,13523
2808,9.36,10987
945,3.15,3698
1560,3.9,4578
0,5.27,6186
792,2.64,3099
2480,11.02,12936
71640,477.6,560626
19680,32.8,38502
1512,5.04,5916
2184,7.25,8510
2152,10.98,12889
792,2.64,3099
1739,6.9,8099
2700,9,10565
1035,4.43,5194
1881,6.27,7360
1687,7.92,9297
704,3.5,4108
1512,5.04,5916
2471,8.24,9667
4144,11.84,13898
1944,6.48,7606
2268,9,10565
2391,11.02,12936
2052,6.84,8029
1008,3.36,3944
1736,4.96,5822
3418,9.77,11463
1728,4.32,5071
1944,6.48,7606
2082,5.95,6984
2470,10.08,11832
2087,10.08,11832
2016,7.15,8393
3381,9.66,11339
1915,8.4,9860
990,3.3,3874
994,4.8,5634
2287,8.83,10364
2022,9.36,10987
2160,7.2,8452
3173,11.77,13818
8694,24.84,29158
1296,3.24,3803
2587,9.6,11269
1123,3.6,4226
2002,8.41,9872
895,6.09,7149
2722,10.8,12677
2376,7.92,9297
2160,7.2,8452
573,3.24,3803
932,4.5,5282
1170,3.9,4578
2268,6.48,7606
1879,7.56,8874
2160,7.2,8452
1044,3.48,4085
2673,8.91,10459
1746,6.93,8135
2386,11.2,13147
2447,8.85,10388
2977,8.51,9984
1653,5.51,6468
1858,6.2,7272
1776,8.17,9584
1890,5.4,6339
2940,8.4,9860
2898,8.28,9719
1188,3.96,4648
4914,14.04,16481
874,3.99,4684
1874340,7497.36,8800701
1699,6.65,7806
2250,7.5,8804
1678,6.56,7695
2887,10.44,12255
3808,9.52,11175
39960,266.4,312711
1188,3.96,4648
2278,9.3,10917
1785,5.95,6984
1836,6.12,7184
1287,4.29,5036
1874340,7497.36,8800701
2016,5.76,6761
829,4.25,4990
2880,7.2,8452
1414,6.12,7184
2268,7.56,8874
1090,3.54,4155
2052,6.84,8029
1642,4.69,5505
2538,7.25,8510
3422,8.56,10042
4042,11.55,13558
1096,5.22,6127
3465,11.55,13558
4032,10.08,11832
26820,178.8,209883
3348,11.16,13100
746,3,3522
714,3.5,4108
1553,6.9,8099
1404,4.68,5494
2520,7.2,8452
2457,9,10565
6904,13.73,16111
1731,7.59,8909
719,4.06,4766
1091,5.12,6010
23800,23.8,27937
3098,8.85,10388
2268,10.08,11832
1296,4.32,5071
1824,4.64,5447
2016,5.04,5916
0,4.96,5822
0,6.96,8170
2604,7.44,8733
1836,6.12,7184
1388,3.97,4654
2394,6.84,8029
1608,4.02,4719
2592,8.64,10142
1381,7.8,9156
2242,6.41,7518
2772,7.92,9297
3105,10.08,11832
1701,6.48,7606
1665,7.5,8804
1287,4.29,5036
1479,4.93,5787
1099,5.31,6233
3048,11.31,13276
3891,11.12,13051
1157,5.8,6808
3950,11.29,13247
1416,4.72,5541
2060,6.87,8061
2285,8.37,9825
1242,5.67,6656
2412,6.03,7078
2436,8.12,9532
2233,8.51,9984
3132,10.44,12255
782,3.3,3874
2772,9.24,10846
3306,11.02,12936
1652,4.72,5541
2747,7.85,9212
1652,4.72,5541
2880,7.2,8452
17880,119.2,139922
14283,31.74,37258
2734,10.85,12736
990,3.3,3874
1404,4.68,5494
1724,7.56,8874
696,2.32,2723
891,3.96,4648
2861,8.18,9596
854,2.44,2864
1280,5.4,6339
7344,18.36,21552
2788,7.97,9350
2349,6.71,7876
1188,3.96,4648
1016,3.77,4425
716,3.85,4519
1469,7.2,8452
4014,11.47,13464
1824,6.08,7137
5208,14.88,17467
972,3.24,3803
940,4.29,5036
2105,7.02,8234
1368,3.42,4015
1844,5.27,6186
1512,5.04,5916
974,3.25,3809
1841,9.44,11081
1296,4.32,5071
926,4.9,5752
1296,4.32,5071
2517,9.72,11410
2112,5.6,6574
1024,4.55,5341
1421,4.06,4766
3087,8.82,10353
1248,4.16,4883
2842,8.12,9532
2801,10.26,12044
1260,3.6,4226
3024,8.64,10142
1296,4.32,5071
1724,11.97,14051
1460,7.85,9212
748,3.24,3803
907,4.2,4930
690,3.15,3698
3154,14.4,16903
1389,6.09,7149
2511,8.37,9825
868,4.32,5071
0,6.48,7606
3304,9.44,11081
1010,4.95,5811
1060,5.61,6585
2218,7.2,8452
1418,4.73,5546
1081,4.62,5423
969,4.14,4860
3459,13.92,16340
3548,10.14,11899
1713,7.32,8593
2484,8.28,9719
3472,9.92,11644
3741,13.53,15882
959,4.32,5071
3322,9.49,11140
4844654,6723.27,7892043
2376,7.92,9297
31760,54.4,63857
3319,9.48,11132
2095,5.99,7025
3891,11.12,13051
1947,6.49,7618
4590,13.12,15395
3248,9.28,10893
0,7.8,9156
1170,3.9,4578
1566,5.22,6127
1439,6.48,7606
2280,5.7,6691
1858,5.31,6233
10044,22.32,26200
7281,23.04,27045
2747,6.87,8061
2268,7.56,8874
2268,6.48,7606
2989,8.54,10025
860,3.77,4425
4480,12.8,15025
1441,5.8,6808
1872,9.75,11445
2244,5.61,6585
2400,7.1,8334
870,2.9,3404
1306,4.36,5112
940,4.35,5106
2268,6.48,7606
1496,6.38,7489
2776,7.93,9309
13365,29.7,34863
2992,19.95,23418
1214,5.7,6691
24440,64.8,76065
0,8.99,10553
1069,3.97,4654
868,4.35,5106
925,4.23,4959
2016,5.04,5916
4027,11.51,13505
2572,7.35,8628
1163,5.7,6691
1512,5.04,5916
1308,3.27,3838
5357,7.59,8909
4844,20.7,24298
1192,5.76,6761
1455,7.35,8628
1479,4.93,5787
1150,3.84,4502
1218,3.48,4085
1370,6.09,7149
1796,5.99,7025
2740,7.83,9191
1188,3.96,4648
2610,8.7,10212
1770,5.9,6926
850,2.84,3328
1470,4.2,4930
0,6.67,7830
3024,10.08,11832
3178,11.69,13716
6804,22.68,26623
0,10.73,12595
1156,3.96,4648
1944,6.48,7606
1072,4.64,5447
1764,5.04,5916
4938,24.94,29276
1026,2.57,3011
1924,6.96,8170
1512,5.04,5916
1863,9,10565
4032,10.08,11832
1962,8.28,9719
981,3.27,3838
1320,3.77,4425
1740,5.8,6808
2168,6.2,7272
