,Project Number,Project Cost
58685,02022-023,18450
58686,5159-89588,30591.33
58687,5438-101458,20592
58688,68145,15655.5
58689,5173-68954,17900
58690,02023-010-1,67463.92
58691,5293-93527-GJ,28358
58692,5245-97611,17680
58693,5156-52229-GJ,38447.97
58694,02136-008,60842
58695,5105-44798,24258.4
58696,5122-50216-GJC,150164
58697,5347-100146,16286.4
58698,5397-99141,27900
58699,5100-71507,44200
58700,02054-007,22070.34
58701,5290-62800,34380
58702,49802A-1,1144069.01
58703,5138-92685,18444
58704,02014-017,350834
58705,5105-45320,33012.01
58706,5153-93397,28375
58707,02030-097,30535
58708,68238,26127.05
58709,5330-97931,24696
58710,5181-53803-GJ,35240
58711,5105-49676,65699
58712,69037,55916.1
58713,5379-93023,60154
58714,5297-101316,47786.21
58715,5292-63871,26127.9
58716,5293-78414,10696.25
58717,5320-71523,30696.78
58718,5105-54114,26194.86
58719,5137-53940,16787.5
58720,5159-102325,15295.67
58721,5137-98986,22440
58722,5286-93245,3910194
58723,5209-84315YY,28160
58724,5247-93137,16740
58725,5159-94813,43105.97
58726,5137-87503,21817.8
58727,68987,187371
58728,02149-004,30712
58729,5098-87631,17160
58730,5155-88240,10590
58731,5328-69756,55917
58732,5330-101142,17701
58733,5138-47314,19890
58734,68533,31724.53
58735,5159-89384,54230.09
58736,48650,53902
58737,5137-47980,14365
58738,5293-66968-GJ,38748
58739,10740,24293.25
58740,5137-52050,7900
58741,5105-57736,28350
58742,02006-012,23400
58743,5347-70881,23167.94
58744,5122-95908,28272
58745,5122-47304,38180
58746,5209-78520YY,30291
58747,02174-003,54143
58748,5336-99869,19000
58749,5104-42495,19300
58750,02030-072,20984
58751,5373-102631,30600
58752,02003-037,48993
58753,5321-79527,32400.1
58754,5336-101100,45898
58755,5144-81662,29895
58756,5104-44018,20475
58757,02056-053,48968
58758,5105-51395,23736.21
58759,02030-139,73330
58760,49840-1,4515711
58761,5159-79503,21955.5
58762,5104-42476,21300
58763,5193-92124,79480
58764,5159-68631,21420
58765,5098-99153,11200
58766,5176-99975,3371248.22
58767,5293-56487-GJ,47133.8
58768,02018-021,45220
58769,48759,22152
58770,5170-86558-JW,21912
58771,68927,32137.3
58772,68284,40047
58773,5171-55686,43350
58774,5105-46705,20371
58775,66085,41847
58776,48687,29820
58777,5245-97326,22525
58778,5293-99598,20988
58779,5173-64722,19000
58780,5293-60604-GJ,46117.5
58781,5137-88768,16720
58782,5156-54481,34398
58783,5293-99281,16112
58784,5176-82818,742173.96
58785,33488-1,5566000
58786,5230-84731,42737
58787,02056-032,35854
58788,5137-53056,33575
58789,5330-90239,16632
58790,5170-96579,34870
58791,5155-58830,50760
58792,5292-57609,23283
58793,5138-52443-GJ,12995
58794,02011-026,124647
58795,5100-79630,27000
58796,5171-49347,40280
58797,5293-48495,48737.5
58798,5292-54696,43228
58799,5105-56449,17675
58800,5159-51797,30294
58801,5137-75464,28840.5
58802,5274-79771,27125
58803,5138-59986,24418
58804,5191-100314-H,45850
58805,5379-97186,56812
58806,5159-47998,32571
58807,02019A-004,67980
58808,5209-65985,22223
58809,5229-64769-GJ,19334.4
58810,5137-47593,34255
58811,68018,29274
58812,5347-97082,16698.15
58813,68708,31909.2
58814,5181-67261-GJ,28380
58815,5105-44077,50835.57
58816,5153-75325,18850
58817,5171-100332,27951.34
58818,5100-65227,35290
58819,5292-62530,67630
58820,5209-75308,31542
58821,5105-44722,37097.95
58822,5104-43957,46970
58823,68618,22310
58824,5297-92234,47080
58825,5137-69949,17907.5
58826,02061-001,117930
58827,5098-92360,23170.45
58828,5105-67344,25278.66
58829,5137-88579,12566.4
58830,5156-60586-GJ,32383
58831,5293-66026,36109.92
58832,5318-102212,4471836.63
58833,02001-053,69788.03
58834,02059-002,39048
58835,5159-67212,30600
58836,5321-96245-GJ,34365.2
58837,5159-92074,45887
58838,5293-75530-GJ,19115
58839,5292-48471,36835
58840,5247-80993,41850
58841,02033-013,19955.2
58842,5159-89570,28224.3
58843,66102,40286.4
58844,5105-56932,21225
58845,5114-60080,33280
58846,5171-101315,21270.4
58847,5292-37837,74940
58848,5137-48408,44200
58849,48563,19260.2
58850,5181-78090,27358.5
58851,5425-98734,14192.6
58852,5105-53047,25800
58853,5159-66799,24480
58854,5171-59853,27560
58855,02098A-007,44850
58856,5159-67719,24480
58857,5379-100916,35105.76
58858,64532,3528
58859,02029-002,23800
58860,5293-97319,26491.24
58861,65831,20635.02
58862,5098-87241,13887.5
58863,5098-86604,30885
58864,5105-48883,32939.98
58865,02003-059,37916
58866,5347-81823,14313.6
58867,5194-55247-GJ,27940
58868,02003-011,36930
58869,5101-53717,163664
58870,5098-87773,10872
58871,51383,54347.89
58872,5297-80715,25375.2
58873,48659,42107
58874,5159-84270,45900
58875,5220-56627,20706
58876,5170-63585,37991
58877,5209-57138,23130.32
58878,5166-45677,32400
58879,5352-82678,27234.6
58880,66035,154627
58881,5159-72029,21420
58882,68386,15500
58883,5114-57278,30450
58884,5159-91993,20857.73
58885,5247-61665,31873.6
58886,5438-101540,27177
58887,5293-53291,22032
58888,68290,32565
58889,5159-94807,41715.45
58890,5105-50066,34205.45
58891,5098-83036,24400
58892,5292-54817,42193
58893,5165-55098,45312.71
58894,5292-57618,40490
58895,5121-48488-GJ,27000
58896,5134-46726,449550
58897,02056-020,31170
58898,5098-83157,15600
58899,5293-88961,17527
58900,5105-51385,26450.47
58901,67759,54000
58902,5137-41911,30940
58903,5098-84736,17779
58904,5160-75599,45045
58905,5293-83961,25234.75
58906,02030-034,23100
58907,02030-144,37720
58908,5297-98021,27461.47
58909,02011-011,57615
58910,23511-2,661605
58911,5138-90212,27250
58912,5165-66707,35643
58913,5105-61827,45938
58914,5159-63391,28610.97
58915,5171-98912,31974.8
58916,5122-58873,23300
58917,02077-001,24824.7
58918,5100-79579,36790
58919,5245-98414,17680
58920,5171-60085,31360
58921,5098-91353,18033.7
58922,5120-47043,8460
58923,5292-49186,28700
58924,5438-101106,23316
58925,5336-76632-GJ,12830
58926,48712,35534
58927,67956,34971
58928,02011-005,18658
58929,31314-1,1373653
58930,5297-71130,59925
58931,5098-88461,11561.85
58932,5245-72647,18020
58933,5274-87720,23498
58934,5171-54468,31800
58935,5105-61371,27842.21
58936,5397-102497,27900
58937,5411-99525,25064
58938,5153-76870,39990
58939,69032,40319
58940,5321-67983,33615.1
58941,5098-87139,18174.25
58942,5098-83506,15477
58943,02135-002,40799.96
58944,5293-86344-GJ,31230
58945,5156-46935,31599.96
58946,02030-021,38132
58947,5209-69208,29614
58948,5409-101557,13779
58949,66126,46519.2
58950,5138-82731,25103
58951,5159-66246,48960
58952,5159-54271,48450
58953,5293-94337,41000.25
58954,5165-56660,48030.04
58955,5156-47951,48762
58956,5297-83593,30038.95
58957,5397-101516,27900
58958,5159-70129-IRH,38250
58959,5159-48784,53550
58960,5159-58811,70125
58961,5293-66274,26027
58962,5098-89183,24894.05
58963,5347-93987,30858.03
58964,5142-89870-GJ,36149.25
58965,48727,23925.98
58966,5138-96806,12805
58967,5142-77040-GJ,25561
58968,5098-85585,11959.95
58969,5293-81158-GJ,17263.5
58970,5098-88966,18608
58971,5245-97563,19890
58972,5098-94928,14500
58973,5352-87742,38896
58974,5149-89096-GJ,55650
58975,5159-61602,31212
58976,5156-61868,33000
58977,5165-68916,35609.98
58978,5098-93174,22296.01
58979,5320-78055,12728.45
58980,68976,44304
58981,67693,56500
58982,5138-78137,17239
58983,5247-88995,24882
58984,5159-81605,38056.2
58985,5231-96600-GJ,22880
58986,5159-69636,21420
58987,65665,29529
58988,51567,96425.58
58989,5137-89305,25742
58990,68452,9331.2
58991,02003-024-1,46760.88
58992,5373-102913,24300
58993,5140-64551,14280
58994,02005-038,37057
58995,5098-89301,12760.47
58996,48752,19716
58997,5273-87672,53950
58998,5159-68496,33660
58999,5292-60876,22563
59000,5140-52281,39600
59001,65957,6000
59002,5159-69321,13770
59003,5159-95969,33372.36
59004,5122-72960,18950
59005,5171-56214,19278
59006,5373-100648,39910
59007,02030-122,95360
59008,5098-86996,32165
59009,5159-64236,66325.5
59010,5100-69422,27000
59011,5273-98112,28952
59012,5098-82982,9845
59013,5156-53836-GJ,22843
59014,5115-52742-GJ,57904
59015,5194-0180-Financing,31200
59016,5137-42551,36465
59017,5397-101147,27900
59018,5292-57528,42510
59019,5173-75333,31444
59020,5105-57673,39916.07
59021,5098-84333,21780
59022,68186,5417500
59023,5343-70410,145165
59024,5407-88815,207677.7
59025,69090,19240
59026,5129-42805,180000.48
59027,5200-54949,20482
59028,5171-77135,30426.58
59029,5098-84960,15310.9
59030,5166-43878,27375.01
59031,5159-99625,13905.15
59032,28799-7,1000000
59033,5159-82164,30737.7
59034,5297-81027,28122
59035,5156-53653,19557
59036,5138-84769,21211
59037,5293-93817-GJ,26966.7
59038,5100-77332,27000
59039,5165-60243,43320.96
59040,5178-95947-GJ,29748.6
59041,02149-009,68263.7
59042,68876,27900
59043,5213-88327,29350
59044,02086-010,30082
59045,5133-46919-GJ,45262
59046,5138-70730,27617
59047,5137-52352,49725
59048,5144-55185,41820
59049,5098-97252,14612
59050,5400-94160,32373
59051,5159-84155,32130
59052,5170-71609,39424
59053,02010-003,31819
59054,5200-56935,34501.5
59055,5292-55016,33338
59056,5159-60287,40800
59057,5159-78664,59670
59058,5137-67766,24505
59059,5181-61782-IRH,44772
59060,5153-88372,27240
59061,02007-003,32786
59062,68219,68034
59063,5297-73614,48134.4
59064,5142-48138-GJ,36768
59065,5137-51488,30810
59066,5098-83122,15401.25
59067,5247-63848,29732
59068,02019-001,42960
59069,5269-67103,18460
59070,5395-97224,45616.5
59071,5153-64453,41470
59072,02005-002,18375
59073,5153-102691,18886.4
59074,02116-005,192192
59075,5159-52191,36975
59076,5336-102443,32306
59077,5247-81934,24548
59078,5149-63830,48151
59079,02030-149,48480
59080,5156-50467,30537
59081,68508,38450.88
59082,5105-51616,28665.72
59083,5128-58268,21420
59084,5293-76643-GJ,30836
59085,5156-62006-GJ,22500
59086,5153-60409,37525
59087,5159-53211,38250
59088,5171-91126,57796.42
59089,5352-88431,60676
59090,5148-79564,35340
59091,5321-0107-Financing,39648.16
59092,02116-027,32760.6
59093,5171-62042,34680
59094,02006-055,47300
59095,5209-76800YY,11944
59096,5247-71753,57049
59097,5209-71413,30108
59098,5292-56690,60495
59099,5122-91207,42666.75
59100,5321-0283-Financing,23660.12
59101,48609,31396
59102,5293-96084,33016.16
59103,5114-53868,15469
59104,5293-87550-GJ,29282.5
59105,5324-73474,42000
59106,5148-77890,48500
59107,5138-81722,28545
59108,5098-83770,14900.5
59109,5105-58580,25147.4
59110,5159-46600,53014.5
59111,5321-76421,27539.92
59112,5245-97578,26520
59113,5293-91560,45792
59114,5149-52282-GJ,31402
59115,68332,64500
59116,5104-42506,26250
59117,5171-57200,29200
59118,5425-99407,21336.09
59119,5321-92840,21532.42
59120,5144-99721 YY,541440
59121,5098-89859,9971.4
59122,5140-69267,32208
59123,68519,26617.8
59124,5159-47972,54621
59125,5137-54402,14378
59126,5247-71763,23025.6
59127,5159-64248,22108.5
59128,5247-62900,20105.6
59129,5273-91174,43491.01
59130,5209-81101,26456
59131,5392-100065,34306.4
59132,5181-94875,45643.5
59133,5320-73488,21822.25
59134,51518,15295.67
59135,5293-101914,26632.5
59136,5171-60328,25284
59137,5140-89128,21080
59138,5425-99090,10940.94
59139,5239-59864,721018
59140,02011-032,215250
59141,5137-55488,26662.5
59142,5122-102440,32490
59143,5098-86172,11177.14
59144,5100-83481,40500
59145,5292-57407,38768
59146,5159-64232,44217
59147,5138-55749-GJ,26345
59148,5165-58767,116886.02
59149,5293-59782-GJ,55165
59150,5297-86129,25015.5
59151,5098-91556,20433.6
59152,5098-90357,11995.21
59153,5292-59913,41659.8
59154,66075,22348
59155,5171-72362,65871.59
59156,5171-51709,31720
59157,5247-75471,34280
59158,5138-68284,31649
59159,5105-44567,22090.72
59160,5159-48191,29081.25
59161,5098-86487,20797.65
59162,5162-58358,32200
59163,5397-98927,27900
59164,5165-99815,21091.51
59165,5330-101454,41348
59166,02030-127,26240
59167,5411-97976,50129
59168,5122-76223,44950
59169,5171-94269,33084.45
59170,5229-76321,24115.2
59171,5144-99462,124800
59172,02001-016-1,36140.88
59173,68097,40400
59174,5114-65477,28286
59175,5153-77560,26040
59176,5297-66416,31636
59177,5293-90881-GJ,28066.5
59178,5297-83937,51012
59179,5425-102252,25866.49
59180,5209-78088,34198
59181,5372-93452,16132.56
59182,5194-84181-GJ,41626
59183,5171-99794,21970
59184,5171-47847,16962
59185,5400-101966,25309.8
59186,5159-59578,33150
59187,5098-85639,26180
59188,5321-69270,31994.05
59189,5293-80757,25338
59190,5293-99879,17452.5
59191,5159-84194,64402.8
59192,5098-87981,14696.19
59193,5105-57665,16447.8
59194,5292-59501,49916.7
59195,5137-92133YY-IRH,26030.4
59196,5159-61425,58522.5
59197,5098-83459,32998.45
59198,5293-68093,21364
59199,5137-97686,39494.4
59200,5156-53130-GJ,39744
59201,5292-52702,67535
59202,5263-101796,26432
59203,68583,57914.98
59204,5165-68584,35402.54
59205,5159-72028-RC,16830
59206,5330-83893,22545
59207,5273-65667,36051.1
59208,5400-100767,44995.2
59209,5122-100210,49963.35
59210,67842,23432
59211,5321-0349-H-Financin,38080.05
59212,5178-73592-GJ-IRH,64800
59213,5292-58714,46145
59214,5293-92894,26541.04
59215,5159-53384,17850
59216,5098-93121,14963.95
59217,5159-71653,22950
59218,02170-009,29467
59219,5293-60995-GJ,37011
59220,5292-61566,41375
59221,5137-53305,31103
59222,49771-1,1157404
59223,5245-98869,22100
59224,5298-100468,561360
59225,5137-56467,54312.5
59226,5428-98893,36761
59227,5153-54449,35945
59228,5427-102306,21761.86
59229,5336-89001,21389
59230,5159-79549,38056.2
59231,5124-100184,14877
59232,5400-97630,26814
59233,5138-98980,20540
59234,5245-97514,26520
59235,5293-89059,18101.37
59236,5229-76198,53840
59237,5137-79580,67860
59238,33538-1,232128
59239,41213-1,1816750
59240,5293-77677-GJ,32831
59241,5292-92438,63012.9
59242,5140-94845-GJ,27027
59243,5293-68998-GJ,43053.6
59244,5104-42458,25020
59245,5297-85637,47511
59246,5194-84160-GJ,32118
59247,5100-85537,36790
59248,5137-96436,17025
59249,5114-52965,25480
59250,5292-38251,21150
59251,5137-49687,11850
59252,02061-048,83801
59253,5336-93083,33858
59254,5138-61746-GJ,20817
59255,5171-101616,23229.58
59256,5159-60277,25500
59257,5098-89392,17792.25
59258,5247-93147,16740
59259,5149-52708,30952
59260,5138-60986-GJ,37047
59261,5194-89368-GJ,25509.85
59262,5247-73180,24361.2
59263,5347-75286,20428.8
59264,5159-92057,57011.12
59265,5247-90703,34472
59266,5149-49379,29500
59267,5159-80286,35190
59268,5159-90344,101507.6
59269,5140-52445-GJ,37200
59270,5153-62695,16023
59271,5138-96152,15482
59272,5156-47717,23908.04
59273,5336-69128,34320
59274,5159-101933,12514.64
59275,5149-68754-GJ,46200
59276,5153-68961,40528
59277,5171-50056,27030
59278,66141,60960.6
59279,5321-76996,25325.08
59280,5098-83813,25690.57
59281,5209-66592-IRH,16164
59282,5397-100177,27900
59283,5153-70962,38454
59284,5098-87472,15525.65
59285,5105-50076,49560
59286,5138-68185,14078
59287,5293-94703,26911.86
59288,5247-81002,50220
59289,5159-66977,32457.33
59290,5377-91188,36144.58
59291,5124-49712,15525
59292,5159-93208,30591.33
59293,5165-67946,53944.45
59294,02095-014,35670
59295,5122-92301,28892
59296,5247-98103,15908
59297,5218-64165,35880
59298,5388-88148,20999.98
59299,5297-69384,50750.4
59300,5105-55677,14070.14
59301,5181-90203,115762.5
59302,68171,50575
59303,5155-63578,31424.25
59304,02011-037,38628
59305,5409-72763,13780
59306,5098-94165,10550.71
59307,5347-71161,66264.66
59308,5292-58661,86149
59309,5156-61555,32886
59310,47886,28448
59311,5159-71210,39780
59312,5292-55012,49260
59313,65739,21038.08
59314,67778,21165
59315,02030-042,26955
59316,5330-97168,72940
59317,5159-81582,35190
59318,5166-54204-IRH,19500
59319,5273-83867,29822.4
59320,5153-75292,18850
59321,5121-60818,24700
59322,5425-102715,12519.96
59323,5105-59627,26929.09
59324,5245-71490,18020
59325,02033-023,38106.08
59326,5171-99807,12740
59327,02019-006,27361.38
59328,5156-62432,37766.76
59329,02030-084,64875
59330,5129-49860-GJ,21840
59331,5171-59078,33170
59332,5336-78452,20412
59333,5122-72109-GJ,25740
59334,69159,36124.8
59335,5159-65359,47430
59336,5115-55067-GJ,36146
59337,5321-94021,22750
59338,02108-002,89500
59339,5293-80372,35252.85
59340,5178-54277-GJ,41272
59341,5098-92135,22419.85
59342,5137-46453,28730
59343,5137-89632,26030
59344,24800-11,674520
59345,5292-45392,49671.3
59346,5098-90938,25398.2
59347,5100-79917,54800
59348,48773,47626.8
59349,5256-66322-GJ,30762
59350,68763,22661.1
59351,5159-61417,13005
59352,02006-042,84300
59353,5104-42470,31515
59354,5165-53863,27517.14
59355,5321-81680-GJ,38601.36
59356,5293-51266-GJ,16779
59357,5137-46019,30940
59358,5167-69598,5863716.91
59359,02030-002,21380
59360,5153-67771,22620
59361,5159-94390,17564.4
59362,5427-100743,26241.76
59363,5140-58803-GJ,17340
59364,5373-98550,30780
59365,5105-49652,24839
59366,5229-67330,61122
59367,5098-89755,15144
59368,5159-80271,30600
59369,5159-67221,13770
59370,5153-66949,34872.5
59371,5122-76220,27888
59372,5122-65765,16700
59373,02046-001,24000
59374,5159-100494,29200.82
59375,5321-96375,37230.06
59376,5137-46045,47648
59377,5397-100166,27900
59378,68138,22400
59379,68954,150874
59380,5247-97697,701679.74
59381,5320-78817,13937.01
59382,5173-70490,28987
59383,5352-98929,27637.2
59384,5159-90337,29200.82
59385,5194-68242-GJ,46970
59386,5297-88602,19599.96
59387,5159-91312,57011.12
59388,5159-102311,26419.79
59389,5098-90598,24211.2
59390,5274-96450,24970.4
59391,5273-76788,24276.48
59392,5105-51351,27917.99
59393,5118-44497,37902
59394,02033-041,36321.83
59395,67702,42089
59396,5167-99715,5614787.51
59397,5171-102695,16203.2
59398,5105-46349,42000
59399,5292-56079,37035
59400,5105-44279,33740.49
59401,5137-49662,43134
59402,5137-46709,29835
